PROJECT INFO
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached
Central File Path,"Error extracting central file path: File does not exist.
Parameter name: file"
Export by,m.cubero@karakusevic-carson.com
Export Date,2025-01-14
Export Time,18:53:01
DATA
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,F1-17001-1_Level 0,False,17000-RCPs,"F1-17001 - RCP, Building F1, Ground Floor Plan Part 02 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,F1-17002-1_Level 2,False,17000-RCPs,"F1-17002 - RCP, Building F1, First to Fifth Floor Plan Part 01 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,F1-17003-1_Level 2,False,17000-RCPs,"F1-17003 - RCP, Building F1, First to Fifth Floor Plan Part 02 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17000-1_Level 0,False,17000-RCPs,"FX-17000 - RCP, Building FX, Ground Floor Plan Part 01 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17001-1_Level 0,False,17000-RCPs,"FX-17001 - RCP, Building FX, Ground Floor Plan Part 02 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17002-1_Level 0,False,17000-RCPs,"FX-17002 - RCP, Building FX, Ground Floor Plan Part 03 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17003-1_Level 2,False,17000-RCPs,"FX-17003 - RCP, Building FX, First to Fifth Floor Plan Part 01 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17004-1_Level 2,False,17000-RCPs,"FX-17004 - RCP, Building FX, First to Fifth Floor Plan Part 02 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,FX-17005-1_Level 2,False,17000-RCPs,"FX-17005 - RCP, Building FX, First to Fifth Floor Plan Part 03 - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,G1-17000-1_Level 0,False,17000-RCPs,"G1-17000 - RCP, Building G1, Ground Floor Plan - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,G1-17001-1_Level 2,False,17000-RCPs,"G1-17001 - RCP, Building G1, First to Fifth Floor Plan - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14463523,Ceilings-CP board,True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,G2-17001-1_Level 0,False,17000-RCPs,Not in a sheet
12446860,Walls-Unit Internal,True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
